Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Price,Duration_Hr,Duration_Min,Total_Rating
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,16:20,9:50,1,14781,9,50,7
IndiGo,15/06/2019,Mumbai,Hyderabad,BOM → HYD,9:10,10:40,1:30,0,4049,1,30,10
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,8:15,13:20,1,13584,13,20,9
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,12:35,15:40,1,12373,15,40,7
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,19:00,27h,1,16079,27h,30,9
Jet Airways,24/05/2019,Banglore,Delhi,BLR → DEL,8:20,11:20,3h,0,7229,3h,30,9
Jet Airways,6/3/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,21:20,23:55,1,17471,23,55,10
Jet Airways,12/5/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,16:20,9:50,1,14781,9,50,10
Jet Airways,9/6/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,19:50,13:20,1,14571,13,20,5
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,3:50,12:35,8:45,1,10197,8,45,7
SpiceJet,1/6/2019,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4:55,1,5975,4,55,10
Multiple carriers,9/4/2019,Delhi,Cochin,DEL → BOM → COK,17:45,1:30,7:45,1,8535,7,45,10
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,9:55,21:00,11:05,1,12537,11,5,9
Air India,24/05/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2:35,0,4145,2,35,10
IndiGo,15/03/2019,Mumbai,Hyderabad,BOM → HYD,9:10,10:40,1:30,0,4049,1,30,9
Air Asia,9/5/2019,Kolkata,Banglore,CCU → DEL → BLR,22:40,10:40,12h,1,5192,12h,30,10
Air India,9/5/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2:50,0,6121,2,50,9
Air India,24/06/2019,Delhi,Cochin,DEL → BOM → COK,3:50,19:15,15:25,1,8669,15,25,8
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,6:00,19:15,13:15,1,8476,13,15,10
SpiceJet,21/06/2019,Mumbai,Hyderabad,BOM → HYD,5:45,7:15,1:30,0,2647,1,30,7
Jet Airways,6/6/2019,Delhi,Cochin,DEL → BOM → COK,20:55,19:00,22:05,1,14714,22,5,10
Air India,6/3/2019,Delhi,Cochin,DEL → BLR → COK,20:30,8:15,11:45,1,10566,11,45,7
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7:30,1,10262,7,30,10
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,10:00,1:35,15:35,1,8098,15,35,9
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11h,1,6883,11h,30,9
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9:15,1,16108,9,15,5
SpiceJet,18/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:45,2:30,0,4413,2,30,10
Jet Airways,1/6/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35,22h,2,10919,22h,30,10
IndiGo,9/5/2019,Kolkata,Banglore,CCU → BLR,21:25,0:05,2:40,0,4804,2,40,10
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,10:55,14:30,1,10539,14,30,10
IndiGo,9/3/2019,Banglore,New Delhi,BLR → DEL,22:20,1:10,2:50,0,4377,2,50,8
Air India,6/6/2019,Banglore,Delhi,BLR → DEL,6:10,8:55,2:45,0,6961,2,45,9
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1,7408,8h,30,8
IndiGo,9/5/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2:55,0,4823,2,55,5
IndiGo,21/03/2019,Kolkata,Banglore,CCU → BLR,14:20,16:55,2:35,0,5198,2,35,9
Jet Airways,1/6/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00,25:30:00,1,10262,25,30,9
Vistara,27/04/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2:35,0,5613,2,35,10
Jet Airways,12/6/2019,Delhi,Cochin,DEL → BOM → COK,20:55,4:25,7:30,1,10262,7,30,10
IndiGo,3/5/2019,Mumbai,Hyderabad,BOM → HYD,9:10,10:40,1:30,0,5755,1,30,10
Vistara,21/05/2019,Chennai,Kolkata,MAA → CCU,7:05,9:20,2:15,0,3687,2,15,8
Jet Airways,3/6/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1:30,0,5678,1,30,7
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,1:35,7:20,1,13542,7,20,8
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,19:15,18:50,23:35,1,12347,23,35,8
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,19:10,9:35,1,12384,9,35,8
Jet Airways,9/4/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,4:25,22:55,2,10909,22,55,8
IndiGo,3/6/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,0,4823,3h,30,5
IndiGo,12/6/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1,6069,5h,30,9
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,19:00,27h,1,12898,27h,30,7
IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,4:40,7:15,2:35,0,4804,2,35,10
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,4:45,20:20,1,10031,20,20,10
IndiGo,9/6/2019,Delhi,Cochin,DEL → HYD → COK,7:35,22:30,14:55,1,6442,14,55,7
Air India,21/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,7:40,19:40,2,9653,19,40,10
Vistara,9/6/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20,27:20:00,1,8610,27,20,6
Jet Airways,12/6/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1,14714,5h,30,9
Air India,1/3/2019,Banglore,New Delhi,BLR → AMD → DEL,0:30,23:55,23:25,1,12599,23,25,9
Multiple carriers,9/5/2019,Delhi,Cochin,DEL → BOM → COK,4:55,19:00,14:05,1,9103,14,5,9
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,4:25,5:35,1,12898,5,35,7
SpiceJet,6/6/2019,Mumbai,Hyderabad,BOM → HYD,5:45,7:15,1:30,0,2647,1,30,8
Jet Airways,3/3/2019,Mumbai,Hyderabad,BOM → HYD,7:10,8:35,1:25,0,5678,1,25,9
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,19:15,12:35,17:20,1,12373,17,20,5
SpiceJet,27/03/2019,Kolkata,Banglore,CCU → BLR,17:15,19:45,2:30,0,3847,2,30,10
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00,25h,1,14151,25h,30,8
Jet Airways,6/3/2019,Delhi,Cochin,DEL → BOM → COK,8:00,4:25,20:25,1,13843,20,25,9
Jet Airways,18/05/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2:55,0,7229,2,55,8
Jet Airways,18/06/2019,Mumbai,Hyderabad,BOM → HYD,2:55,4:20,1:25,0,4995,1,25,7
Jet Airways,6/6/2019,Delhi,Cochin,DEL → BOM → COK,20:55,4:25,7:30,1,10262,7,30,10
Jet Airways,9/5/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,4:25,22:55,2,13029,22,55,8
Jet Airways,9/3/2019,Delhi,Cochin,DEL → BOM → COK,19:15,4:25,9:10,1,14053,9,10,9
Jet Airways,1/3/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,7:40,14:45,1,26890,14,45,9
SpiceJet,1/4/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2:30,0,3841,2,30,6
Air India,1/3/2019,Banglore,New Delhi,BLR → VGA → DEL,10:30,22:55,12:25,1,11003,12,25,10
Vistara,9/4/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2:50,0,5403,2,50,4
Multiple carriers,3/3/2019,Delhi,Cochin,DEL → BOM → COK,8:00,18:50,10:50,1,15342,10,50,6
Air India,12/6/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,20:30,13:45,17:15,2,12224,17,15,9
IndiGo,15/03/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2:20,0,6297,2,20,7
SpiceJet,1/5/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5:30,1,8844,5,30,10
Multiple carriers,1/6/2019,Delhi,Cochin,DEL → BOM → COK,14:00,1:30,11:30,1,13377,11,30,10
GoAir,9/3/2019,Banglore,New Delhi,BLR → DEL,20:55,23:50,2:55,0,5706,2,55,8
Air India,12/6/2019,Delhi,Cochin,DEL → BOM → COK,21:00,7:40,10:40,1,8372,10,40,9
IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,6:40,21:00,14:20,1,6526,14,20,9
IndiGo,1/6/2019,Banglore,Delhi,BLR → DEL,16:55,19:45,2:50,0,4823,2,50,7
IndiGo,24/06/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1:30,0,3175,1,30,7
Multiple carriers,6/5/2019,Delhi,Cochin,DEL → BOM → COK,9:00,19:00,10h,1,10407,10h,30,10
IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,4:00,6:50,2:50,0,4423,2,50,8
Vistara,9/5/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20,27:20:00,1,9555,27,20,7
Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,16:20,23:50,1,12681,23,50,10
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,4:40,14:35,1,13059,14,35,7
Jet Airways,9/5/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,10:05,17:35,1,8586,17,35,8
GoAir,6/4/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2:45,0,3419,2,45,9
SpiceJet,3/6/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2:30,0,3873,2,30,8
Air India,6/6/2019,Kolkata,Banglore,CCU → DEL → BLR,10:00,20:25,10:25,1,10203,10,25,9
Jet Airways,27/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,4:25,8:55,2,13029,8,55,9
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6:05,1,10844,6,5,8
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,8:10,13:15,1,11134,13,15,9
Vistara,12/6/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:50,22:30,1,8610,22,30,6
IndiGo,15/04/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2:35,0,4174,2,35,4
Jet Airways,9/3/2019,Banglore,New Delhi,BLR → BOM → DEL,8:00,9:30,25:30:00,1,11087,25,30,9
SpiceJet,18/06/2019,Banglore,Delhi,BLR → DEL,21:10,0:05,2:55,0,3971,2,55,9
Jet Airways,9/4/2019,Delhi,Cochin,DEL → BOM → COK,7:05,19:00,11:55,1,17531,11,55,4
SpiceJet,6/6/2019,Banglore,Delhi,BLR → DEL,5:55,8:35,2:40,0,3573,2,40,4
Air India,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,9:25,7:55,22:30,1,8366,22,30,8
Air India,3/3/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2:30,0,13885,2,30,10
Multiple carriers,9/6/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,1:30,7:40,2,18485,7,40,5
Air Asia,27/04/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2:30,0,4409,2,30,6
Vistara,1/5/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,23:25,27:05:00,1,8085,27,5,7
Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,17:30,1:30,8h,1,13377,8h,30,10
Air India,21/05/2019,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,7:40,18:20,2,13538,18,20,5
Multiple carriers,6/3/2019,Delhi,Cochin,DEL → BOM → COK,19:00,1:35,6:35,1,15147,6,35,7
Jet Airways,27/05/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2:55,0,4030,2,55,5
Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,8:00,19:15,11:15,1,14848,11,15,5
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,8:15,9:25,1,13555,9,25,10
Air India,18/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,7:05,9:25,26:20:00,2,10975,26,20,8
Jet Airways,21/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,12:35,26:55:00,2,13029,26,55,4
Jet Airways,12/5/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,9:20,24:55:00,1,9663,24,55,7
Jet Airways,1/6/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1:30,0,4050,1,30,7
Jet Airways,3/6/2019,Delhi,Cochin,DEL → BOM → COK,17:30,4:25,10:55,1,14714,10,55,7
Air India,1/3/2019,Banglore,New Delhi,BLR → VGA → HYD → DEL,10:30,21:25,10:55,2,11213,10,55,10
Jet Airways,9/4/2019,Banglore,Delhi,BLR → DEL,6:00,8:45,2:45,0,4544,2,45,9
SpiceJet,15/06/2019,Kolkata,Banglore,CCU → BLR,9:00,11:25,2:25,0,3873,2,25,7
Multiple carriers,9/4/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1,12537,8h,30,9
Jet Airways,6/5/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,19:10,9:35,1,13067,9,35,9
Jet Airways,9/5/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,4:25,29:20:00,2,16704,29,20,9
Air India,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,6:45,12:15,5:30,1,8714,5,30,7
Jet Airways,3/6/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35,22h,2,13376,22h,30,9
SpiceJet,27/06/2019,Chennai,Kolkata,MAA → CCU,8:20,10:35,2:15,0,3597,2,15,7
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,12:50,1:30,12:40,1,7670,12,40,8
Air India,24/03/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,9:50,23:15,37:25:00,2,14410,37,25,5
Air India,15/05/2019,Delhi,Cochin,DEL → MAA → COK,9:45,9:25,23:40,1,7480,23,40,5
Jet Airways,9/5/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15,22:15,1,13584,22,15,10
Jet Airways,1/3/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,10:25,17:30,1,25735,17,30,7
Jet Airways,1/4/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,4544,3h,30,7
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,9:15,19:15,10h,1,8099,10h,30,4
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,4:40,12:10,1,10844,12,10,8
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,19:15,4:25,9:10,1,12557,9,10,8
Jet Airways,9/5/2019,Delhi,Cochin,DEL → COK,11:00,14:15,3:15,0,9564,3,15,8
Jet Airways,12/3/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,9:30,12:05,1,13817,12,5,8
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,19:10,9:35,1,12384,9,35,7
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,4:55,19:15,14:20,1,7575,14,20,9
Air India,6/5/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,12:00,19:15,2,14120,19,15,5
Multiple carriers,9/3/2019,Delhi,Cochin,DEL → HYD → COK,7:05,22:20,15:15,1,6916,15,15,7
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → HYD → COK,7:10,22:30,15:20,1,7878,15,20,8
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,20:20,21:30,1,11087,21,30,7
IndiGo,27/04/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2:30,0,4804,2,30,9
SpiceJet,15/06/2019,Chennai,Kolkata,MAA → CCU,9:45,12:00,2:15,0,3597,2,15,8
Air India,15/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,5:50,16:15,34:25:00,2,12723,34,25,8
IndiGo,15/05/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1:35,0,2227,1,35,8
Air India,24/05/2019,Delhi,Cochin,DEL → BOM → COK,7:00,19:15,12:15,1,9929,12,15,9
Jet Airways,9/6/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,9:20,12:10,1,11841,12,10,8
Jet Airways,9/5/2019,Delhi,Cochin,DEL → BOM → COK,11:30,4:25,16:55,1,12373,16,55,5
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,19:00,22:05,1,12898,22,5,8
Air India,3/3/2019,Delhi,Cochin,DEL → BHO → BOM → COK,5:55,7:40,25:45:00,2,15113,25,45,7
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:00,7:20,1,10529,7,20,8
Air India,27/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,13:05,7:40,18:35,2,8875,18,35,10
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,20:45,12:20,1,10844,12,20,6
Air India,1/3/2019,Banglore,New Delhi,BLR → DEL,6:10,8:55,2:45,0,15676,2,45,6
Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,23:35,15:10,1,7064,15,10,8
Jet Airways,9/6/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,19:50,11:25,1,10844,11,25,6
Jet Airways,6/3/2019,Mumbai,Hyderabad,BOM → DEL → HYD,14:00,16:50,26:50:00,1,19595,26,50,8
Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,8:15,18:10,1,13941,18,10,8
IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → COK,8:35,16:10,7:35,1,6790,7,35,7
SpiceJet,27/04/2019,Kolkata,Banglore,CCU → BLR,9:00,11:25,2:25,0,3841,2,25,10
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,9:00,21:20,1,11087,21,20,10
Air India,15/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15,23:30,2,11491,23,30,9
IndiGo,9/4/2019,Banglore,Delhi,BLR → DEL,5:30,8:20,2:50,0,3943,2,50,4
Jet Airways,1/3/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,7:40,20h,1,22270,20h,30,10
Vistara,9/6/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2:35,0,4878,2,35,6
Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,22:50,4:25,5:35,1,14714,5,35,9
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,6:40,19:00,12:20,1,10877,12,20,10
Air India,15/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15,23:30,2,9653,23,30,7
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00,16h,1,14571,16h,30,8
Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,20:45,25:50:00,1,7064,25,50,7
IndiGo,6/3/2019,Kolkata,Banglore,CCU → BLR,15:20,17:55,2:35,0,5618,2,35,10
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,1:30,11:30,1,13727,11,30,8
Vistara,1/4/2019,Delhi,Cochin,DEL → COK,14:40,17:50,3:10,0,4851,3,10,10
Air India,24/03/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,9:10,21:50,12:40,2,15187,12,40,10
GoAir,15/05/2019,Banglore,Delhi,BLR → DEL,7:45,10:40,2:55,0,3419,2,55,9
IndiGo,1/4/2019,Banglore,Delhi,BLR → DEL,6:05,8:50,2:45,0,3943,2,45,7
Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,12:35,26:55:00,2,15129,26,55,8
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,0:25,3:15,2:50,0,3419,2,50,8
Air India,21/05/2019,Delhi,Cochin,DEL → BHO → BOM → COK,20:00,19:15,23:15,2,10861,23,15,10
IndiGo,21/04/2019,Delhi,Cochin,DEL → BLR → COK,5:10,10:05,4:55,1,7074,4,55,7
Air India,6/5/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,9:25,15:05,29:40:00,2,11542,29,40,10
IndiGo,21/04/2019,Delhi,Cochin,DEL → HYD → COK,6:50,12:10,5:20,1,6968,5,20,8
Jet Airways,12/6/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,5769,3h,30,10
Vistara,12/6/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,22:40,26:20:00,1,7927,26,20,10
Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,8:15,13:20,1,13044,13,20,9
Jet Airways,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35,13:30,2,15129,13,30,8
SpiceJet,1/5/2019,Kolkata,Banglore,CCU → BLR,9:00,11:25,2:25,0,3841,2,25,9
IndiGo,24/06/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2:35,0,4804,2,35,8
SpiceJet,12/4/2019,Banglore,Delhi,BLR → DEL,5:55,8:35,2:40,0,4319,2,40,8
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,21:50,19:00,21:10,1,16079,21,10,7
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,5:05,6:15,1,54826,6,15,10
IndiGo,9/3/2019,Delhi,Cochin,DEL → BOM → COK,17:30,1:35,8:05,1,12351,8,5,9
Jet Airways,6/5/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,19:10,26:10:00,1,13067,26,10,6
Jet Airways,12/3/2019,Banglore,New Delhi,BLR → BOM → DEL,18:55,7:40,12:45,1,13817,12,45,7
SpiceJet,21/05/2019,Banglore,Delhi,BLR → DEL,21:10,0:05,2:55,0,3625,2,55,8
Air India,12/3/2019,Mumbai,Hyderabad,BOM → JDH → JAI → DEL → HYD,9:40,15:15,29:35:00,3,18293,29,35,5
Vistara,1/4/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,2:45,0,5613,2,45,4
Air India,6/3/2019,Delhi,Cochin,DEL → BLR → COK,6:10,8:15,26:05:00,1,11038,26,5,6
IndiGo,3/4/2019,Banglore,Delhi,BLR → DEL,6:05,8:50,2:45,0,4077,2,45,7
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,8:00,21:00,13h,1,6883,13h,30,6
Air India,3/3/2019,Banglore,New Delhi,BLR → DEL,17:00,19:45,2:45,0,19508,2,45,5
Air India,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,8:50,23:15,14:25,1,8714,14,25,5
IndiGo,1/5/2019,Kolkata,Banglore,CCU → BLR,4:40,7:15,2:35,0,4804,2,35,8
Multiple carriers,3/3/2019,Delhi,Cochin,DEL → BOM → COK,8:00,15:30,7:30,1,15078,7,30,8
SpiceJet,21/04/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2:30,0,4807,2,30,5
Multiple carriers,6/3/2019,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,21:00,9:25,3,21829,9,25,7
Vistara,24/03/2019,Banglore,New Delhi,BLR → DEL,11:30,14:10,2:40,0,5403,2,40,5
Jet Airways,1/3/2019,Banglore,New Delhi,BLR → BOM → DEL,7:00,16:10,9:10,1,26890,9,10,8
GoAir,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,23:30,7:45,8:15,1,7335,8,15,7
Jet Airways,27/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,17:35,4:25,10:50,2,9412,10,50,10
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,19:50,11:25,1,10844,11,25,7
IndiGo,6/6/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2:55,0,4990,2,55,8
Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,4:25,29:20:00,2,16704,29,20,4
Air India,9/4/2019,Delhi,Cochin,DEL → NAG → BOM → COK,5:55,19:15,37:20:00,2,7711,37,20,5
Jet Airways,3/6/2019,Delhi,Cochin,DEL → BOM → COK,17:30,4:25,10:55,1,10262,10,55,9
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8:10,1,6007,8,10,7
Air India,1/4/2019,Kolkata,Banglore,CCU → BOM → AMD → BLR,9:25,5:25,20h,2,12219,20h,30,9
GoAir,1/5/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2:45,0,3898,2,45,10
Jet Airways,6/5/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,22:05,29:05:00,1,11467,29,5,7
Air India,18/05/2019,Kolkata,Banglore,CCU → JAI → DEL → BLR,8:20,20:25,12:05,2,12534,12,5,10
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,18:15,9:50,1,10844,9,50,7
SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,5:45,8:35,2:50,0,4377,2,50,10
Vistara,9/6/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,11982,2,20,6
SpiceJet,9/6/2019,Banglore,Delhi,BLR → DEL,9:30,12:20,2:50,0,4423,2,50,9
Jet Airways,3/3/2019,Delhi,Cochin,DEL → BOM → COK,19:15,4:25,9:10,1,17234,9,10,6
Vistara,1/4/2019,Kolkata,Banglore,CCU → DEL → BLR,7:10,22:55,15:45,1,8295,15,45,10
Jet Airways,6/3/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,19:45,38:15:00,2,15864,38,15,10
GoAir,27/05/2019,Banglore,Delhi,BLR → DEL,11:40,14:30,2:50,0,3398,2,50,10
Multiple carriers,9/6/2019,Delhi,Cochin,DEL → BOM → COK,13:00,1:30,12:30,1,7198,12,30,8
Jet Airways,6/4/2019,Banglore,Delhi,BLR → DEL,6:00,8:45,2:45,0,7229,2,45,9
Jet Airways,12/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,4:25,22:55,2,13014,22,55,7
Air India,9/5/2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35,24h,1,6528,24h,30,4
Jet Airways,12/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,9:35,12:35,27h,2,13292,27h,30,7
Jet Airways,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00,23:50,2,15129,23,50,9
Air India,15/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,20:00,19:15,23:15,2,11071,23,15,10
SpiceJet,21/04/2019,Kolkata,Banglore,CCU → BLR,6:55,9:30,2:35,0,4174,2,35,5
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,4:00,18:50,14:50,1,11299,14,50,10
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,12:35,16:50,1,12373,16,50,10
